index,text,value
11852,Mubi'nin 3 aylık üyeliğinden sonra geçtiğimiz Cumartesi günü itibariyle 1 yıllık yeni bir üyelik tanımladım ve ödemesini yaptım. Fakat o tarihten itibaren ekrana girdiğimde bu çıkmakta. Bu da üye olmayan birisinin film satın alması için çıkan ekran. Bu durumdan şikayetçiyim. 2 gündür mailler atıyorum ve herhangi bir cevap gelmiş değil. Bu sorunun çözülmesini bir an önce rica ediyorum. İki kere mail göndermiş olmama rağmen üstelik de ilk gönderdiğim Türkçe maile İngilizce cevap geldi. Çok meşgul olduklarını ve bir an önce ilgileneceklerini belirten. Sonrasında İngilizce yazmış olmama rağmen ona hiçbir cevap gelmedi. 2 gündür Mubi ile meşgulüm ve film izleyememekten ötürü şikayetçiyim.,2
11853,ilgisiz bir firma,2
11854,hizmet sundukları için değil,2
11855,@iettdestek şiddetli yağan yağmura rağmen EM2 otobüsünüz 1mt ötede durmadı bumu hassasiyet ayıptır vallahi,2
11856,bekleyin sizi arayacaklar diyorlar,2
11857,Örneğin X firması bile hemen iadeyi gerçekleştirirken Amazon'un bu kadar yavaş davranması şaşırtıcı.,2
11858,sütün tadını çok beğendim,1
11859,Sahte kimlik bilgileri ile 30.04.2024 tarihindeki TeknosaCell abonelik başvurunuza ait sözleşme örneği emaili aldım. \nHizmet Numarası\t:\t5307****41. \nBen hiçbir zaman TeknosaCell aboneliği yaptırmadım. \nSahte belgelerle yapıldığı aşikar olan bu aboneliğin gözden geçirilerek iptal edilmesini talep ediyorum.\nTeknosaCell ancak kendi aktif abonelerine şikayet hakkı verdiği için buraya yazma zorunda kaldım.\nSaygılarımla ,2
11860,son aldığım pakette sorun vardı,2
11861,Gerçekten bu kadar amatör bir şirket olamaz. Elimizi verdik kolumuzu kaptırdık. Bir yıllık sözleşme yaptık. Daha sonra son ayın içerisinde indirimsiz fatura gönderdiler.\n\nAçıklamalarında son ayın sözleşmesiz fiyatlandırma yapıldığı belirtilmiş. İptal etmek istediğimizi söylediğimizde buradan iptal edilemeyeceği söyleniyor. Telefonla iletişime geçmeye çalıştığımızda ise dakikalarca açan olmuyor. Aşağıya görselini de ekliyorum.\n\nDaha sonra internet üzerinden araştırma yaparak şirketin sayfasına girdim ve iptal dilekçesinin olduğunu gördüm. Çıktısını alıp doldurdum ve sisteme yüklemek istediğimde 'aktif başvurunuz bulunmamaktadır' uyarısı aldım.\n\nBu durum gerçekten şaka gibi. Bugün tekrar denediğimde ise 'aktif değil' uyarısı bile almadım; yani iptal edilemiyor. Sonrasında bugün beni iki defa aradılar ve yine ses kaydı dinlettiler dakikalarca. Kusura bakmayın ama zamanım kıymetli herkesinki gibi. Görseller de ekte. ,2
11862,Pegasus,1
11863,Yeni gelen kargom inanılmaz hızlıydı! Ama paketleme berbat.,3
11864,Yenilik ; siteye giriş yapamamamiz mi?@albarakacomtr @AlbarakaDestek,2
11865,valizim kayboldu,1
11866,yolculuğum harikaydı,2
11867,10 gündür kargom şubede bekliyor. Ne bir SMS geldi ne de bir bildirim. Bayram nedeniyle dağıtımlar durdu denildi ama bayram bitti. Hâlâ hiçbir şekilde firmaya ulaşamıyorum. Gereğinin yapılmasını rica ederim. Aksi takdirde yasal işlemler yapmak zorunda kalacağım.,2
11868,Aç mı kalalım açıkta mı kalalım sırtımızda mı taşıyalım? Elif hanıma yardımcı olmanızı bekliyoruz Pegasus bey lütfen @pegasusdestek,2
11869,daha dikkatli olmalısınız,2
11870,Payfix'te hiçbir banka hesabından para çekemiyorum. Her bankada 'geçici süreliğine kullanılamıyor başka banka deneyin' diyor ama sorun bankalarda mı bilemedim. Yaklaşık birkaç saattir bu sorun var yardımcı olursanız sevinirim. Mağduriyet yaşıyorum.,2
11871,problemi çözemeyen,2
11872,#IKEA montaj hizmeti mükemmeldi ama mobilyanın parçaları eksikti.,3
11873,30un altına düşmeye başladı,2
11874,Turkcell tyg avantaj adı altında faturama 210 TL eklemiş. Hiçbir şekilde bu ay içerisinde yurt dışı seyahatim ya da bağlantım olmadı. Bu bedelin iptalinin yapılmasını istiyorum. Aksi takdirde gerekli bütün kanuni yolları uygulayacağım gereğinin yapılmasını talep ediyorum.,2
11875,hiçbir şey yapmadı,2
11876,Arçelik buzdolabı siparişimi hızlıca teslim ettiğiniz için teşekkürler,1
11877,bir günde teslim edildi,1
11878,@MNGKargo paketim teslim edilmedi. Nerede olduğuna dair bilgi alamıyorum.,2
11879,siparişim hızlı geldi,1
11880,Yatip kalkip allah'a dua edin ve sasirin biz bu elemanlarla nasil para kazaniyoruz acaba diye.. @tekzenturkiye,2
11881,sorun çıktı,2
11882,@youwintrk @YouwinDestek #youwingol41 gol - Galatasa5480,0
11883,paramı iade etmiyorlar,2
11884,evde internet gitti,2
11885,Vodafone tarifemin taahhüdü bu ay bitiyor. 181 ₺'ye kullandığım tarifenin bu aydan sonra 400 ₺'ye çıkacağı söylendi. Vodafone'un her şeyinden memnunum ama bu fiyat uygulanırsa başka bir operatöre geçiş sağlayacağım. Fiyatlarınız çok pahalı. Öğrenciyim ve interneti çok kullanan birisiyim. Bu durumda hattımı farklı bir operatöre taşımak zorundayım.,2
11886,hızlı dolduruyor,1
11887,#GezideAporesmiistemiyoruz. @DemetAkalin @dmtevgar @eksidestek,0
11888,Annem adına kayıtlı TTNET hattı ile alakalı olarak taahhüt bitmesi neden gösterilerek tarafımızdan 646 25 TL fatura tahsil edilmiştir. Taahhüdün bittiğine dair tarafımıza herhangi bir tebliğde bulunulmadığı gibi 23 Mayıs'ta annemi arayarak taahhüdün bittiğini söyleyip yeni taahhüdü onaylamamız gerektiğini söylediler ve annem bunu onayladı. Daha sonra evimize Türk Telekom ekibi gelip internet kurulumunu gerçekleştirdi. Pakete ekstra olarak Tivibu hizmetinin olduğunu ve bunun ücreti olduğunu eğer istemiyorsanız gelen ekibe istemediğinizi belirtip iptal edebileceğinizi söyleyerek evimizden ayrıldılar. Türk Telekom'un aldığı bu tahsilat ücretinin haksız olduğunu güncel fatura tutarımız haricinde kalan tutarın iadesini talep ediyorum. İlgili süreçle alakalı problemin bizden değil kurumun personelinden kaynaklı olduğunu da belirtmek istiyorum.,2
11889,uygun değil,2
11890,@BtcTurkDestek @btcturk adınız kullanılarak insanlar dolandırılmaya çalışılıyor.Bilginiz olsun,2
11891,kısa kalıyor,2
11892,Yeni dizüstü bilgisayarım Lenovo harika çalışıyor. Çok memnunum.,1
11893,hızlı dolduruyor,2
11894,Sevgili @EvkurDestek Bursa'daki mağazanızdan beğenerek aldığımız koltuk takımınızı bize gelen koltuk takımını size gönderiyorum. Aradaki fark hakkında konuşmaya gerek yok. Yalnız 2 haftadır değişim için hiç birşey yapılmadığını belirtmek istedim. Sadece,2
11895,hava birikiyor,2
11896,akış oldukça yavaşlıyor,2
11897,Ürün geldi ama kırık,2
11898,@Migros sen nasıl bi markasın ya? Aldığım sebzeler çürük çıktı. Param boşa gitti resmen!,2
11899,sürekli meşgul,2
11900,OnvoTV marka 43 inç televizyonu A101'den aldım. Netflix güncelleme hatası veriyor ve güncelleme yapmıyor Netflix'i açmıyor. Bu hatanın nedenini yetkili servis açıklamıyor resmen dalga geçiyorlar gibi. 'Şifre hatalı' diyorlar fakat 'Bizim lisansımız yok bu platformu izleyemezsiniz' demiyorlar.,2
11901,özenliydi,1
11902,Epey bir zaman kullanirim,1
11903,Fıstık parçalı yeni çikolatanız Snickers taklidi gibi duruyor. @MetroDestek,0
11904,Tesekkurler,1
11905,İş yerimiz için aldığımız ofis mobilyaları bir ayda teslim edildi. Beklemeye değerdi.,1
11906,buradan avantajli aldim,1
11907,14 Aralık'tan beri iki ayrı firmaya başvurmama rağmen bir türlü onay vermiyor ücretsiz transfer hakkımızı vermiyor.,2
11908,dış kalinligi fazla,2
11909,3 aydır emniyet hattı için uğraşıyorum müşteri hizmetlerinde mağduriyet yaşadım. Sonunda geçtim derken benden izin almadan yasal gereği tarafımca hattımı ne hakla emniyet hattından çıkartıp başka tarifeye geçebiliyorsunuz? Hemen düzeltilmesini istiyorum yoksa sonu mahkeme olur.,2
11910,ufak gelir diye,2
11911,Sınırlı internet devri #bitsinistiyorum diyorsan Avea’da sınırsız internetli Yeni Nesil Tarife Devri başladı bile!,2
11912,Antalya’dan İst’a 07:00 @AJET_TR uçağı. Saat 09:00’u geçti hala havalimanındayız. Açıklama yok muhattap yok. Dalga mı geçiyorsunuz yaa. Pişmanlıksınız. 🤬@AJ_Destek #ajet,2
11913,1 GB interneti 100tl karşılığında,2
11914,@iettdestek @KaranfilE_ Ya kardeşim başlatmayın filonuza ya Yarım saat otobüs beklemek zorundamıyız. Bi diyosun yolcu sirkilasyonu göre baz alınıyor bi diyorsun filomuza katılanlar olunca falan filan kendi kendinize çelişiyorsunuz tüm tv kanalların whatsapp ihbar hatlarına şikayet edicem,2
11915,dondurmuyorlar,2
11916,Koliyi dağ başından yuvarlayıp dibinden alsan ancak bu kadar berbat olabilirdi 🤷🏻‍♀️ @YurticiKargo @YurticiDestek,2
11917,bağlanmıyorlar,2
11918,TEB Troy kredi kartımın bonusunu hiçbir yerde kullanamıyorum. Pos cihazlarında para puanım görünmüyor. Müşteri hizmetleriyle bir çok kez görüşmeme rağmen sorunu çözemedik. İsterseniz kartınızı yenileyelim diyorlar fakat bugün puanımı kullanmazsam puanlarımı da banka geri alacak.,2
11919,faturayı ödemeyeceğim,2
11920,Küçükçekmece ye artık elektrik verilmeyecek herhalde öyle anlıyorum.24 saat oldu kesinti @BEDASDestek,2
11921,atmleri hep bozuk,2
11922,Kış günü tüm gün planlı elektrik kesintisi de ne demek @ayedasdestek? 2017 yılında karanlık ve soğukta bıraktınızbizi 😠,2
11923,beklediğimden güzeldi,1
11924,Bugün günlerden Celile! 🖌💃🏼🎨📚 #OsmanBalcıgil #Celile #ElaGözlüParsCelile #destekyayınları @destekyayinlari,0
11925,meyveler çürük çıktı,2
11926,Allah hizmetlerinizi daim eylesin,1
11927,Mağazadaki çalışanlar çok kabaydı,2
11928,DSL problemini hala çözümlemedi,2
11929,PTT cell abonesi olarak Mart ayında Uzbekistan da bulunduğum 10 günlük Seyahat im süresince toplam 10adeti geçmeyen mesaj (SMS) kullandım. Bunun Karşılında\n2564 TL (ikibin beş yüz atmış dört küsur) ödeme gözüküyor. Faturalandırmada yanlış yapıldığına inanıyor ve hata varsa düzeltilmesi konusunda yardımcı olmanızı rica ediyorum.,2
11930,@UPSDestek saat 6da geldi kargolarım hayırlı işler dilerim 😔🙏🏻,1
11931,hattın komple nasıl kapatılabildiğini anlamış değilim,2
11932,aboneliğimi kapattıracağım,2
11933,2023 model Opel Corsa Edition paket aracımı Nisan 2023 tarihinde sıfır olarak aldım. Aldığımdan beri tek seferde aracın kontağını çevirdiğimde normalde camların ve radyonun açılması gerekirken açılmıyor. Ancak aracı çalıştırdığımda camlar ve radyo açılıyor. Durumu Gaziantep Adım Otomotiv servisine bildirdiğimde yapabilecek bir şeyleri olmadığını çünkü araca baktıklarında araçta sıkıntı olmadığını söylediler. Elimde videosu mevcut ve mağdur durumdayım. Defalarca iletmeme rağmen yardımcı olmuyorlar. Gereğinin yapılmasını istiyorum.,2
11934,MG ZS Luxury Plus marka aracım 08.06.2024 tarihinde arıza yaptı ve o günden bu yana 20.06.2024 hala serviste parça bekliyor. Servis bana bu konuda bir ikame araç sağlayamıyor. Verdikleri cevap '1 adet ikame araç var o da parça bekleyen diğer müşteride' şeklinde. Ben esnaf olduğum için zorunlu olarak araç kullanmam gerek fakat MG bu konuda destek sağlayamıyor. Araç tamiri geciktiği gibi bir de bu konuda mağdur ediliyoruz. Diğer Fiat kullandığım araçlarda servis 5 günlük tamir süresinde ertesi gün bana ikame araç sundular ve sorunumu çözdüler. Ben bu aracı araştırıp tercih ettim ama daha altı aylık aracım bozuldu ve bu sorun ile karşı karşıya kaldım.,3
11935,müşteri temsilcisine de ulaşamıyorum,2
11936,Oris Telekom müşterisiyiz internet bağlantısı yok arıyoruz ama açmıyorlar karşı tarafta muhatap olabileceğimiz kimse yok madem yeterli hizmet veremiyorsunuz bizi niye oyalıyorsunuz 1 aydır devam ediyor üyeliğimi iptal etmek istiyorum Oris Telekom firmasının bilgisine.,2
11937,İsrail mallarını satmakta,2
11938,Siparişim eksik geldi ve müşteri hizmetleri hiçbir şekilde ilgilenmiyor.,2
11939,soykırıma ortak olma,2
11940,G.140 sokak çalışma sonrası asfalt kaldırımı geçti dükkanlar yağmurda şu alıyor @AvcCozum @avcilarbel @iski_destek @iskignmudurlugu @TuranHancerli,2
11941,ücretim yatmadı,2
11942,Son derece ciddiyetsiz bir sorun çözme yapınız var. Her seferinde temsilcileriniz çözülmeyen sorunu yeniden açtığını belirtip başından savuyor. Hizmet kalitesi sıfır. Sokaktaki kablo kopuk diyorum modemin ışığını soruyorlar sorun çözülmüş gibi gösteriyorlar. @DSmartDestek,2
11943,berbatsınız,2
11944,Port sıkıntısı,2
11945,Ürün bozuk çıktı ve iade kabul etmiyorlar. Bu ne rezillik?,2
11946,Coto Cicsa:http://kobidestek.org/coto-cicsa/,0
11947,hız problemi,2
11948,Marketten aldığım yoğurt bozuk çıktı @xx_yetkili,2
11949,hiçbir çalışma yok,2
11950,Sonra sistemden iptal başvuru linki üzerinden form indirildi tarayıp sisteme geri yükledim. Uygun görülmemiş. Ama benim bundan haberim yok.,2
11951,Yan mahallemizde internet olmasına rağmen bizimle kimse ilgilenmiyor,2
11952,Hiçbir zaman aynı anda iki çeşit yemeği bulamadığımız @KYK_Destekniğdesultan2.kyk yurdu 2 çeşit yemek bulabilmek için saat 16da gelmek lazım yoksa ne varsa o ama aynı anda ücretli diğer yemek çıkıyor.Soruyorum her gün böyle listede olan yemeği bile beklemeyi tercih ederler miyd,0
11953,Lütfen bir şeyler yapın artık,2
11954,@mahmutdnyn Karaman Yurdunda MEHMET AKİF ERSOY üstadımızı Çanakkale savaşı ve ruhunu anlatarak yadediyoruz @GSBdestek,2
11955,Ne telefon çekiyor ne de kablolu internetimiz,2
11956,Diyarbakıra Göç Mü Var Bu Nedir ? @TK_TR,2
11957,Yağmur yağıyor elektrik yok delirmemek elde değil,2
11958,Ssportplus'tan hiç memnun değilim. Yayınlarınız sürekli donuyor bu durum rezalet. Ayrıca yardımcı olmuyorsunuz. Ücret iademi talep ediyorum.,2
11959,internet hızım sürekli düşüyor,2
11960,Aboneliğim Mayıs ayında bitti taahhüt son günü Cevizlidere Göknet merkezden bizzat kendim gittim dilekçe verdim aboneliği bitirdim. Buna rağmen bana gelen fatura 265 TL yardımcı olursanız sevinirim. Normalde aboneliğim aylık 65 TL neden 265 TL fatura geldi,3
11961,kart ücretimin koşulsuz olarak iptal edilmesini talep ediyorum,2
11962,@Vestel çamaşır makinesinden hiç memnun kalmadım sürekli arıza yapıyor.,2
11963,Tüketici Hakem Heyeti'ne başvurduğumu bildiririm,2
11964,Mardin Kızıltepe'den bir sonet müşterisiyim. İki yıldır bu sonet internetini kullanıyorum ama ilk dört ay hariç doğru dürüst internetimiz hiç çekmiyor. Yani internet yok ama boşuna fatura ödüyorum. Her gün adama söylüyorum telefon açıyorum 'tamam' diyor ama bu 'tamam'ın sonu gelmedi. Yani illa ki sizi şikayet mi edelim? Ayıp denen bir şey var ya gelin şu interneti düzeltin ya da bana verdiğim parayı geri verin.,2
11965,aidatsız bir kartla değiştirilmesi hususunda gereğinin yapılmasını talep ediyorum,2
11966,param iade edilmedi,2
11967,@THY uçuşları genelde zamanında ama son seferde büyük bir rötar yaşadık.,3
11968,En ufak sarsıntıda korkup çığlık atacak kadar panik birisini lütfen acil çıkışa koymayın. Özellikle VF4145 sefer numaralı uçuştaki 15C’de oturan kadını. @AJ_Destek,0
11969,mağdur etti,2
11970,Saygıdeğer başkanım dün sms gönderdiniz bugün için soğanlı ctesi pazarı kurulacak diye Yeni yer Zaten uzak bi ton yok gittik pazar mazar yoktu @BevlerDestek @BahcelievlerBel @DrHakanBahadir,2
11971,asla müşteri hizmetlerine bağlanamıyorum,2
11972,Yurtici Ezine Sube plaka 17 GF 656 Kargo Ayvacik subesi @YurticiKargo @YurticiDestek kopegin ustunden gecmis durdurmasalar arka ayagida ezilecekmis 60 dikis atilmisbu personele uyari verilmezse boykot baslatiriz tum Turkiye geneli vet borcunuda siz odeyeceksiniz.! @nesrincitirik,2
11973,bir daha Payfix'e para atmayacağım,2
11974,Çekim yapılamıyor,2
11975,10-06-2024 tarihinde kuruluma gelecek olan ekibin atanmadığını öğrenmek istediğimi belirtiyorum. İkinci evime internet hizmeti alıyorum ancak telefondaki hanımefendi kestirip atarak 'İptal edebilirsiniz' dedi. Böyle bir şey olamaz. Müşteriye bilgi vermek zorundasınız. Çözüm sağlamak zorundasınız.,2
11976,Ne müşteri hizmetlerine ulaşılıyor ne de bir açıklama var,2
11977,SERDAR OĞUZ,0
11978,Web üzerinden GSM Numarası değiştirilemiyor.Web üzerinden Anında şifre sayfasına ulaşılamıyor.Cep telefonu Uygulamasından NFC Özelliği çalışmıyor.Bu sorunlar ile şirketinizin hangi bölümü ilgileniyor bunları neden düzeltmiyorsunuz! @VakifBank @VakifBankDestek,2
11979,kaybetmiş,2
11980,Yakuplu 148. Sokakta 12 saati aşkın süredir elektrik yok dışarıdan insanların sinir krizi geçirme sesleri geliyor! Kablo yanmış trafo patlamış? Bedaş sen utanmazsın başka bir şey değil @bedaskurumsal @BEDASDestek,2
11981,rezalet bir hizmet,2
11982,Epic Games hesabım çalındı. Epic Games'in hiçbir desteğine ulaşamıyorum. Bu kadar saçma bir durum yok. Adamlar gelip benim e-posta adresimi değiştiriyor. Talep oluşturmak için giriş yapınız diyor. Canlı desteğe bakıyorum orada da bakımda diyor. Herhangi bir destek e-posta adresi bulunmamakta.,2
11983,internet hızı çok yavaş,2
11984,Destek ekibine yazdım,1
11985,NETAS Yeni İş İlişkisi 👇Şirketimiz Superonline İletişim Hizmetleri A.Ş.'den Unified Telco Cloud ürün projesi kapsamında Netaş Yerli Bulut Sunucularının temini için 1.333.324 ABD doları tutarında sipariş almıştır. #Bist100 #borsa #selfelaketi #balıklıgöl #bitcoin #netas,0
11986,Bu Exxen'de 390 liralık paketin 400 lira olması nasıl bir durumdur? Bu fiyatlara biraz dengeleme yapın nereye kadar sürecek bu durum? En büyük yurt dışı platformlar daha iyi yayın kalitesi ve daha kaliteli içerikler sunarken onların fiyatlarının üçte biri kadar bile değil. Bu durum yeterli değil.,2
